着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
5,6,12,ララテロワール,牡3,56,菅原明良,2:16.4,クビ,**,,,,,5-6-8-5,36.6,22.5,6,488(+4),,,,[東]大竹正博,フジイ興産,55.0,202306010305
6,4,8,ジュドー,牡3,56,バシュロ,2:16.5,クビ,**,,,,,1-1-1-1,37.5,3.1,1,478(0),,,,[東]手塚貴久,シルクレーシング,,202306010305
7,6,11,ドゥフレーシュ,牡3,56,杉原誠人,2:16.5,クビ,**,,,,,3-3-4-3,37.1,28.8,7,470(-2),,,,[東]加藤士津,橋詰弘一,,202306010305
8,8,16,クールサムタイム,牡3,56,津村明秀,2:16.6,クビ,**,,,,,13-14-14-13,36.2,92.0,14,480(-2),,,,[東]矢野英一,川上哲司,,202306010305
9,5,10,ドーバーホーク,牡3,56,北村宏司,2:16.8,1.1/4,**,,,,,2-2-2-5,37.6,9.6,5,476(+8),,,,[東]清水英克,嶋田賢,,202306010305
10,4,7,シルバープリペット,牡3,54,原優介,2:17.0,1.1/4,**,,,,,7-8-8-8,37.2,79.5,13,458(+6),,,,[東]松山将樹,ミルファーム,,202306010305
11,5,9,センツイ,牡3,56,木幡初也,2:17.1,3/4,**,,,,,12-12-12-10,37.0,263.8,16,492(+8),,,,[東]竹内正洋,菅井牧場,,202306010305
12,3,5,ロッカフラダンサー,牡3,56,横山和生,2:17.2,1/2,**,,,,,7-6-4-8,37.8,61.3,11,456(+8),,,,[東]鹿戸雄一,山田弘,,202306010305
13,7,14,フクシマブルース,牝3,54,嶋田純次,2:17.3,1/2,**,,,,,15-14-14-13,36.9,326.9,17,414(+4),,,,[東]石毛善彦,西本資史,,202306010305
14,8,15,レアリーズレーヴ,牝3,54,Ｍ．デム,2:17.3,アタマ,**,,,,,9-10-12-12,37.2,7.8,4,476(-8),,,,[東]和田雄二,サラブレッドクラブ・ラフィアン,,202306010305
15,2,3,サンマルグレイト,牡3,56,武士沢友,2:17.9,3.1/2,**,,,,,15-16-14-13,37.5,48.6,10,444(+2),,,,[東]佐藤吉勝,相馬勇,,202306010305
16,3,6,ウインペルセ,牡3,56,丸山元気,2:18.1,1.1/2,**,,,,,13-12-11-16,38.2,109.7,15,462(+10),,,,[東]金成貴史,ウイン,,202306010305
17,8,17,ゲットザナック,牝3,54,戸崎圭太,2:21.5,大,**,,,,,17-17-17-17,40.3,32.6,8,438(0),,,,[東]田中博康,ビッグレッドファーム,,202306010305
1,6,11,オルソビアンコ,牝3,54,田辺裕信,2:03.1,,**,,,,,9-9-7-6,35.2,40.8,10,384(0),,,,[東]田村康仁,子安裕樹,620.0,202306010306
2,7,13,リュクススティール,牡3,56,横山和生,2:03.1,ハナ,**,,,,,3-3-3-3,35.8,5.6,3,500(0),,,,[東]高柳瑞樹,田畑憲士,250.0,202306010306
3,4,8,オクタヴィアヌス,牡3,56,北村宏司,2:03.3,3/4,**,,,,,7-7-9-7,35.3,10.6,5,508(0),,,,[東]木村哲也,山本英俊,160.0,202306010306
4,4,7,ダット,牝3,52,原優介,2:03.5,1.1/4,**,,,,,1-1-1-1,36.5,26.1,9,432(0),,,,[東]小手川準,鈴木康弘,93.0,202306010306
5,1,1,ラスブリサス,牡3,56,戸崎圭太,2:03.6,3/4,**,,,,,2-2-2-2,36.5,3.3,1,518(0),,,,[東]中川公成,多田賢司,62.0,202306010306
6,2,3,エリソン,牡3,56,バシュロ,2:04.1,2.1/2,**,,,,,8-7-10-10,35.9,12.9,6,510(0),,,,[東]黒岩陽一,吉田和美,,202306010306
7,5,9,レヴィーアキング,牡3,56,松岡正海,2:04.1,クビ,**,,,,,14-11-3-3,36.8,6.3,4,492(0),,,,[西]清水久詞,奥田貴敏,,202306010306
8,2,4,アワビキング,牡3,56,木幡巧也,2:04.5,2,**,,,,,5-5-7-7,36.6,174.3,16,468(0),,,,[東]尾形和幸,陳立文,,202306010306
8,3,5,レッドアーバイン,牡3,56,Ｍ．デム,2:04.5,同着,**,,,,,3-3-3-3,37.2,4.7,2,492(0),,,,[東]手塚貴久,東京ホースレーシング,,202306010306
10,8,16,ビーチブルース,牡3,54,山田敬士,2:04.6,1/2,**,,,,,9-9-10-11,36.3,260.8,17,466(0),,,,[東]松永康利,井上久光,,202306010306
11,6,12,ゼッタイ,牝3,54,菊沢一樹,2:04.8,1.1/2,**,,,,,11-11-13-11,36.3,148.1,15,414(0),,,,[東]村田一誠,菅藤孝雄,,202306010306
12,8,17,ブレストサンダー,牡3,56,丹内祐次,2:04.9,クビ,**,,,,,12-11-10-11,36.7,130.1,14,480(0),,,,[東]加藤征弘,山藤賢,,202306010306
13,7,14,リアルデグニティ,牡3,56,横山武史,2:05.0,1/2,**,,,,,13-14-13-14,36.5,19.6,8,542(0),,,,[東]萩原清,サンデーレーシング,,202306010306
14,8,15,イノセンス,牝3,54,菅原明良,2:05.1,3/4,**,,,,,5-5-6-7,37.4,14.8,7,468(0),,,,[東]高木登,Ｇリビエール・レーシング,,202306010306
15,1,2,ナビー,牝3,54,田中勝春,2:05.7,3.1/2,**,,,,,14-14-13-15,37.2,100.1,11,462(0),,,,[東]鹿戸雄一,田中春美,,202306010306
16,3,6,ウインネモフィラ,牝3,52,小林脩斗,2:17.4,大,**,,,,,16-16-16-16,44.6,107.0,12,420(0),,,,[東]奥平雅士,ウイン,,202306010306
17,5,10,ウインプリームス,牝3,53,永野猛蔵,2:17.9,3,**,,,,,17-17-17-17,45.0,113.8,13,456(0),,,,[東]和田正一,ウイン,,202306010306
1,3,6,バーリンギャップ,牝4,55,横山武史,1:54.4,,**,,,,,2-2-1-1,38.4,5.3,2,502(+6),,,,[東]萩原清,サンデーレーシング,800.0,202306010307
2,1,2,リトルポピー,牝4,55,バシュロ,1:54.9,2.1/2,**,,,,,3-3-3-2,38.6,3.5,1,470(+6),,,,[東]奥村武,サンデーレーシング,320.0,202306010307
3,8,16,フミチャン,牝5,56,三浦皇成,1:55.0,1/2,**,,,,,11-12-12-5,38.0,11.5,6,486(+2),,,,[東]鹿戸雄一,林文彦,200.0,202306010307
4,5,10,チャプリ,牝4,55,菅原明良,1:55.0,クビ,**,,,,,5-5-3-3,38.6,8.5,5,458(-16),,,,[東]高木登,ウエスト．フォレスト．ステイブル,120.0,202306010307
5,4,8,クインズミモザ,牝5,56,野中悠太,1:55.1,クビ,**,,,,,8-7-7-8,38.4,5.9,4,514(0),,,,[東]池上昌和,ケイアイスタリオン,80.0,202306010307
6,6,11,アイソウザスター,牝5,54,横山琉人,1:55.2,3/4,**,,,,,5-5-5-4,38.7,34.6,10,490(+4),,,,[東]小笠倫弘,吉岡泰治,,202306010307
7,6,12,タマモバンケット,牝4,55,菊沢一樹,1:55.5,2,**,,,,,7-7-7-5,38.8,5.5,3,484(0),,,,[東]菊沢隆徳,タマモ,,202306010307
8,4,7,ハローサブリナ,牝4,54,永野猛蔵,1:55.7,1,**,,,,,8-7-7-8,39.0,61.5,11,528(+8),,,,[東]黒岩陽一,小林誠,,202306010307
9,2,4,ブライズルーム,牝5,56,Ｍ．デム,1:55.9,1,**,,,,,15-15-15-12,38.4,24.5,8,444(+8),,,,[東]竹内正洋,ヤナガワ牧場,,202306010307
10,7,14,ラブエスポー,牝6,54,原優介,1:56.1,1.1/2,**,,,,,14-14-13-12,38.9,34.0,9,460(0),,,,[東]蛯名利弘,増田陽一,,202306010307
11,5,9,ココリジャスミン,牝7,56,北村宏司,1:56.1,ハナ,**,,,,,13-13-13-12,38.9,356.4,15,496(+10),,,,[東]古賀慎明,美崎光二郎,,202306010307
12,1,1,スノーハレーション,牝5,53,佐々木大,1:56.2,クビ,**,,,,,16-16-15-16,38.6,89.7,12,434(+4),,,,[東]金成貴史,レッドマジック,,202306010307
13,7,13,キュン,牝5,56,大野拓弥,1:56.8,4,**,,,,,11-10-10-12,39.9,90.2,13,460(+2),,,,[東]戸田博文,吉澤ホールディングス,,202306010307
14,8,15,ファンタジア,牝4,55,横山和生,1:56.9,1/2,**,,,,,10-10-10-11,40.0,13.1,7,486(-8),,,,[東]堀宣行,石川達絵,,202306010307
15,2,3,チャーチャンテン,牝5,53,土田真翔,1:58.1,7,**,,,,,3-3-5-8,41.6,435.4,16,428(+3),,,,[東]大江原哲,田頭勇貴,,202306010307
16,3,5,ネイチャーミヤビ,牝4,53,藤田菜七,1:59.4,8,**,,,,,1-1-2-5,43.3,111.0,14,522(+16),,,,[東]根本康広,サザンホールディング,,202306010307
1,2,3,ダルダヌス,牡4,58,戸崎圭太,1:11.7,,**,,,,,6-5,37.1,3.0,2,548(-2),,,,[東]尾関知人,Ｇ１レーシング,800.0,202306010308
2,1,1,トーセンニック,牡5,58,横山和生,1:11.8,クビ,**,,,,,1-1,37.6,5.5,3,474(+8),,,,[東]田村康仁,島川隆哉,320.0,202306010308
3,4,8,スマイルアップ,牝4,56,内田博幸,1:12.0,1.1/4,**,,,,,4-3,37.5,36.1,7,452(+14),,,,[東]萱野浩二,馬目卓,200.0,202306010308
4,5,10,カリカ,牝4,56,吉田豊,1:12.3,2,**,,,,,13-13,37.0,18.0,6,490(+8),,,,[東]小西一男,平岡茂樹,120.0,202306010308
5,2,4,フォトスフィア,牡4,58,丹内祐次,1:12.3,クビ,**,,,,,11-9,37.2,14.2,5,518(+4),,,,[東]畠山吉宏,岡田牧雄,80.0,202306010308
6,8,16,ベアグッジョブ,牡4,58,松岡正海,1:12.4,1/2,**,,,,,4-3,38.0,37.5,8,514(+8),,,,[東]杉浦宏昭,熊木浩,,202306010308
7,1,2,ヤンチャプリヒメ,牝7,56,黛弘人,1:12.4,ハナ,**,,,,,9-7,37.6,67.5,10,456(+4),,,,[東]浅野洋一,田頭勇貴,,202306010308
8,3,5,ヤマニンエルモサ,牝6,56,大野拓弥,1:12.4,アタマ,**,,,,,13-13,37.2,157.8,13,480(-4),,,,[東]辻哲英,土井肇,,202306010308
9,4,7,カンパニョーラ,牝4,56,津村明秀,1:12.5,クビ,**,,,,,15-15,37.0,63.3,9,436(-10),,,,[東]伊坂重信,辻高史,,202306010308
10,3,6,カリュウ,牝4,54,小林脩斗,1:12.6,3/4,**,,,,,2-2,38.3,2.6,1,432(0),,,,[東]田島俊明,林弘之,,202306010308
11,7,14,クリノアンカーマン,セ6,57,秋山稔樹,1:13.4,5,**,,,,,6-7,38.8,423.4,16,462(-6),,,,[東]伊藤伸一,栗本博晴,,202306010308
12,7,13,カップッチョ,牡6,58,杉原誠人,1:13.4,ハナ,**,,,,,11-9,38.4,188.3,14,478(+2),,,,[東]大江原哲,ミルファーム,,202306010308
13,8,15,トーアアネラ,牝5,56,江田照男,1:13.5,3/4,**,,,,,15-15,38.0,269.0,15,470(+10),,,,[東]天間昭一,高山ランド,,202306010308
14,6,11,モネ,牝4,56,木幡巧也,1:13.8,2,**,,,,,9-11,39.0,8.8,4,466(+2),,,,[東]牧光二,ニッシンホールディングス,,202306010308
15,6,12,ブリラーノ,牝4,56,丸山元気,1:14.3,3,**,,,,,2-5,40.0,71.7,11,502(+6),,,,[東]土田稔,前田清二,,202306010308
16,5,9,カード,牝5,56,菊沢一樹,1:14.9,3.1/2,**,,,,,6-11,40.3,135.7,12,460(+10),,,,[東]清水英克,井高義光,,202306010308
1,1,1,ニジュウダンサー,牝3,54,横山武史,1:08.8,,**,,,,,3-2,34.3,8.5,6,464(+4),,,,[東]尾関知人,前迫義幸,"1,097.3",202306010309
2,8,12,スプレモフレイバー,牡3,56,田辺裕信,1:09.0,1,**,,,,,10-7,34.0,3.4,1,474(0),,,,[東]久保田貴,尾田信夫,437.8,202306010309
3,3,3,クリノゴッホ,牡3,56,丹内祐次,1:09.1,1/2,**,,,,,7-5,34.3,3.8,2,462(0),,,,[東]岩戸孝樹,栗原正雄,273.9,202306010309
4,4,4,エコロレジーナ,牝3,54,菊沢一樹,1:09.1,アタマ,**,,,,,1-1,34.9,23.3,7,478(+2),,,,[東]菊沢隆徳,原村正紀,160.0,202306010309
5,5,6,スムースベルベット,牝3,54,嶋田純次,1:09.6,3.1/2,**,,,,,3-2,35.2,7.7,4,486(-2),,,,[東]手塚貴久,ミルファーム,107.0,202306010309
6,7,10,レイフォール,牡3,56,武藤雅,1:09.8,1.1/4,**,,,,,2-2,35.5,46.2,10,468(-4),,,,[東]武藤善則,落合幸弘,,202306010309
7,6,8,ロッソランパンテ,牝3,54,勝浦正樹,1:09.8,クビ,**,,,,,7-7,35.0,116.7,12,470(+10),,,,[東]杉浦宏昭,堀田浩司,,202306010309
8,8,11,クールムーア,牡3,56,Ｍ．デム,1:09.9,クビ,**,,,,,10-12,34.9,5.3,3,466(+4),,,,[東]矢野英一,川上哲司,,202306010309
9,2,2,モンサンスヴニール,牝3,54,木幡巧也,1:10.1,1.1/4,**,,,,,5-5,35.5,40.8,9,468(+4),,,,[東]牧光二,山下新一,,202306010309
10,7,9,ソフィアエール,牝3,54,横山和生,1:10.1,クビ,**,,,,,7-11,35.2,8.2,5,422(0),,,,[東]小野次郎,ＫＲジャパン,,202306010309
11,5,5,デイドリームビーチ,牡3,56,杉原誠人,1:10.1,ハナ,**,,,,,12-9,34.9,82.5,11,444(0),,,,[東]石毛善彦,ミルファーム,,202306010309
12,6,7,サイモンオリーブ,牝3,54,戸崎圭太,1:10.6,3,**,,,,,5-9,36.0,29.1,8,458(-4),,,,[東]勢司和浩,澤田昭紀,,202306010309
1,7,10,ゾンニッヒ,牡5,57,菅原明良,1:32.7,,**,,,,,6-6-5,33.8,3.4,1,476(+16),,,,[西]池江泰寿,金子真人ホールディングス,"1,870.1",202306010310
2,4,4,ジネストラ,牝5,55,三浦皇成,1:32.7,ハナ,**,,,,,1-1-1,34.3,4.5,2,464(+8),,,,[東]鹿戸雄一,サンデーレーシング,748.6,202306010310
3,2,2,アールバロン,牡5,55,Ｍ．デム,1:33.2,3,**,,,,,3-3-3,34.5,5.3,3,506(-2),,,,[東]伊藤大士,前原敏行,464.3,202306010310
4,5,6,フィールシンパシー,牝4,53,横山琉人,1:33.5,2,**,,,,,2-2-2,35.0,7.9,4,448(+4),,,,[東]小島茂之,岡田牧雄,280.0,202306010310
5,8,11,クロスマジェスティ,牝4,54,柴田善臣,1:33.8,1.3/4,**,,,,,8-9-9,34.4,25.6,8,468(-2),,,,[東]水野貴広,辻高史,184.0,202306010310
6,1,1,ヤマニンペダラーダ,牡9,54,吉田豊,1:33.9,1/2,**,,,,,8-7-7,34.8,96.8,12,486(-2),,,,[西]中村直也,土井肇,,202306010310
7,8,12,ウインエクレール,牝4,54,松岡正海,1:34.0,1,**,,,,,6-7-7,34.9,8.1,5,482(+2),,,,[東]畠山吉宏,ウイン,,202306010310
8,7,9,アールクインダム,牝6,53,大野拓弥,1:34.1,クビ,**,,,,,3-3-3,35.5,67.9,11,486(+4),,,,[東]伊藤大士,前原敏行,,202306010310
9,6,7,シャチ,牡6,51,原優介,1:34.1,ハナ,**,,,,,10-9-11,34.7,35.2,10,472(-2),,,,[東]小桧山悟,中村勝彦,,202306010310
10,6,8,レディバランタイン,牝4,52,丹内祐次,1:34.6,3,**,,,,,11-11-9,35.1,26.2,9,474(-2),,,,[東]加藤征弘,丸山担,,202306010310
11,5,5,ユキノファラオ,牡5,55,田辺裕信,1:34.9,1.3/4,**,,,,,12-12-12,35.1,19.5,7,488(-4),,,,[東]石毛善彦,井上基之,,202306010310
12,3,3,ハーモニーマゼラン,牡6,57,石橋脩,1:35.2,2,**,,,,,3-5-5,36.4,8.3,6,520(-4),,,,[東]牧光二,日下部勝徳,,202306010310
1,6,9,ニューモニュメント,牡7,58,小崎綾也,1:51.9,,**,,,,,10-10-8-10,36.6,3.8,2,492(-4),,,,[西]小崎憲,前田葉子,"2,231.5",202306010311
2,1,1,ウィリアムバローズ,牡5,58,三浦皇成,1:51.9,クビ,**,,,,,1-1-1-1,37.2,3.0,1,498(+10),,,,[西]上村洋行,猪熊広次,889.0,202306010311
3,3,3,アシャカトブ,牡7,59,丹内祐次,1:52.4,3,**,,,,,4-4-4-2,37.4,16.2,6,498(-6),,,,[東]小笠倫弘,吉冨学,554.5,202306010311
4,6,10,ルコルセール,牡5,57,横山武史,1:52.5,クビ,**,,,,,3-3-3-2,37.6,8.9,4,530(+6),,,,[東]堀宣行,Ｇ１レーシング,330.0,202306010311
5,3,4,アメリカンフェイス,牡6,57,バシュロ,1:52.6,1/2,**,,,,,8-7-8-6,37.3,66.8,11,522(+14),,,,[東]戸田博文,吉澤ホールディングス,220.0,202306010311
6,4,5,キタノヴィジョン,牡6,58,吉田豊,1:52.8,1.1/4,**,,,,,12-12-12-12,37.2,16.7,7,500(+4),,,,[東]萱野浩二,北所直人,,202306010311
7,7,12,リッターシュラーク,牡6,57,宮崎北斗,1:52.9,1/2,**,,,,,14-14-14-14,37.0,111.3,13,528(+12),,,,[東]中川公成,ウエスト．フォレスト．ステイブル,,202306010311
8,8,14,ルリアン,牡6,57,戸崎圭太,1:53.0,1/2,**,,,,,8-9-4-5,38.0,7.6,3,520(-6),,,,[西]佐々木晶,サンデーレーシング,,202306010311
9,2,2,ケンシンコウ,牡6,59,田辺裕信,1:53.3,2,**,,,,,11-10-12-12,37.8,8.9,5,500(+4),,,,[東]小西一男,天野克彦,,202306010311
10,7,11,タガノディアマンテ,牡7,59,丸山元気,1:53.3,クビ,**,,,,,7-7-8-9,38.1,72.7,12,482(-6),,,,[西]鮫島一歩,八木良司,,202306010311
11,5,7,ワーケア,牡6,57,津村明秀,1:53.4,アタマ,**,,,,,6-6-4-6,38.3,18.2,9,490(-2),,,,[東]手塚貴久,落合幸弘,,202306010311
12,5,8,ディアセオリー,牡6,57,大野拓弥,1:53.7,2,**,,,,,12-12-8-6,38.4,18.1,8,502(+6),,,,[東]高木登,ディアレストクラブ,,202306010311
13,8,13,ニュートンテソーロ,牡6,57,原優介,1:53.8,クビ,**,,,,,2-2-2-2,39.0,212.3,14,502(-6),,,,[東]畠山吉宏,了徳寺健二ホールディングス,,202306010311
14,4,6,メイショウムラクモ,牡5,58,柴田善臣,1:54.4,3.1/2,**,,,,,4-4-4-10,39.4,33.6,10,494(-2),,,,[東]和田勇介,松本好雄,,202306010311
1,2,4,アバンチュリエ,牡4,57,大野拓弥,1:33.9,,**,,,,,8-6-5,35.7,5.3,3,478(+6),,,,[東]大竹正博,ＤＭＭドリームクラブ,"1,140.0",202306010312
2,3,6,スリートップキズナ,牡5,57,永野猛蔵,1:34.0,1/2,**,,,,,5-4-3,35.9,7.7,4,464(-8),,,,[東]伊藤圭三,永井商事,460.0,202306010312
3,1,1,ティーガーデン,牡4,57,バシュロ,1:34.2,1.1/4,**,,,,,5-2-3,36.2,2.8,1,512(0),,,,[東]萩原清,サンデーレーシング,290.0,202306010312
4,5,9,ジャッカル,牡5,58,菅原明良,1:34.4,1.1/4,**,,,,,8-8-7,35.7,19.8,6,506(+4),,,,[西]吉岡辰弥,平井裕,170.0,202306010312
5,4,8,スーパーホープ,牡5,58,戸崎圭太,1:34.4,クビ,**,,,,,2-2-2,36.5,8.0,5,506(-10),,,,[西]藤岡健一,青山洋一,114.0,202306010312
6,3,5,ヤウガウ,セ6,55,佐々木大,1:34.7,1.3/4,**,,,,,12-12-14,35.3,210.3,15,484(+2),,,,[東]金成貴史,Ｇリビエール・レーシング,,202306010312
7,2,3,ニシノオイカゼ,牡5,58,内田博幸,1:34.7,ハナ,**,,,,,10-12-11,35.3,120.1,13,476(+2),,,,[東]武市康男,西山茂行,,202306010312
8,6,11,アップストリーム,牝5,56,石川裕紀,1:34.7,ハナ,**,,,,,14-15-14,35.0,34.7,9,474(-2),,,,[東]手塚貴久,下河辺隆行,,202306010312
9,7,13,ペドラフォルカ,牝5,56,石橋脩,1:34.7,ハナ,**,,,,,5-8-7,36.1,43.1,10,474(+10),,,,[西]上村洋行,下河辺隆行,,202306010312
10,7,14,ファロロジー,牝4,55,Ｍ．デム,1:34.8,1/2,**,,,,,12-14-11,35.2,29.0,7,460(-8),,,,[東]高橋裕,水上ふじ子,,202306010312
11,6,12,サンデイビス,牡5,58,江田照男,1:34.9,1/2,**,,,,,14-11-11,35.7,78.3,12,514(-4),,,,[東]村田一誠,加藤ステーブル,,202306010312
12,4,7,ゲンパチアイアン,牡6,58,丹内祐次,1:35.1,1.1/4,**,,,,,1-1-1,37.4,33.5,8,498(+8),,,,[東]西田雄一,平野武志,,202306010312
13,5,10,アルママ,牡7,58,柴田大知,1:35.1,クビ,**,,,,,10-10-7,36.3,4.3,2,486(+4),,,,[東]畠山吉宏,ビッグレッドファーム,,202306010312
14,8,16,ラキャラントシス,牝6,54,藤田菜七,1:35.3,3/4,**,,,,,2-6-5,37.0,59.9,11,482(-2),,,,[東]鈴木伸尋,山王飯店,,202306010312
15,8,15,エクレアスピード,セ7,56,原優介,1:35.3,クビ,**,,,,,2-4-10,37.2,125.5,14,480(+12),,,,[東]大和田成,李柱坤,,202306010312
16,1,2,ドゥリトル,牡8,56,横山琉人,1:36.2,5,**,,,,,16-16-16,36.1,244.4,16,498(+12),,,,[西]村山明,大林一彦,,202306010312
1,5,8,クインズベル,牝3,54,大野拓弥,1:12.7,,**,,,,,1-1,38.1,11.2,7,456(0),,,,[東]和田正一,ケイアイスタリオン,550.0,202306010401
2,3,4,ゴットリープ,牡3,56,横山武史,1:13.4,4,**,,,,,2-2,38.6,3.5,2,472(-2),,,,[東]栗田徹,今村明浩,220.0,202306010401
3,2,2,ドラゴングライダー,牡3,56,丹内祐次,1:13.5,1/2,**,,,,,5-5,38.4,26.1,9,504(+12),,,,[東]岩戸孝樹,田頭勇貴,140.0,202306010401
4,8,15,サルトルーヴィル,牡3,56,津村明秀,1:13.5,クビ,**,,,,,2-2,38.8,3.5,1,492(-2),,,,[東]牧光二,ニッシンホールディングス,83.0,202306010401
5,5,9,フジジュンフェイス,牝3,54,杉原誠人,1:13.8,1.3/4,**,,,,,5-5,38.8,10.3,6,446(0),,,,[東]伊藤大士,ＳＴレーシング,55.0,202306010401
6,3,5,ラプソディンブルー,牡3,54,小林脩斗,1:13.8,アタマ,**,,,,,10-7,38.3,7.5,3,502(+2),,,,[東]奥平雅士,田畑利彦,,202306010401
7,4,6,イナホ,牝3,54,勝浦正樹,1:14.0,1.1/4,**,,,,,8-7,38.6,58.5,11,454(+10),,,,[東]小桧山悟,中村勝彦,,202306010401
8,7,12,プリンシペペケニョ,牡3,54,原優介,1:14.1,クビ,**,,,,,10-11,38.6,25.5,8,430(+4),,,,[東]小笠倫弘,丸山担,,202306010401
9,8,14,ダリ,牡3,53,西塚洸二,1:14.2,1/2,**,,,,,8-7,38.8,235.9,12,426(+2),,,,[東]佐藤吉勝,薪浦亨,,202306010401
10,1,1,ノーブルアクト,牝3,51,水沼元輝,1:14.4,1.1/2,**,,,,,13-13,37.8,8.6,5,492(-4),,,,[東]上原博之,芳賀滿男,,202306010401
11,4,7,ユーカリプタス,牡3,56,松岡正海,1:14.7,1.1/2,**,,,,,5-10,39.6,34.2,10,456(+2),,,,[東]戸田博文,清進電設,,202306010401
12,6,11,ラブファントム,牡3,55,秋山稔樹,1:14.9,1.1/2,**,,,,,13-15,38.3,236.1,13,458(-6),,,,[東]浅野洋一,田頭勇貴,,202306010401
13,7,13,デルマネコダマシ,牝3,54,松山弘平,1:15.1,1.1/2,**,,,,,2-2,40.4,8.6,4,458(0),,,,[東]尾関知人,浅沼廣幸,,202306010401
14,2,3,ルンメニゲ,牡3,54,山田敬士,1:15.3,3/4,**,,,,,13-13,38.8,422.8,15,474(-6),,,,[東]小桧山悟,三岡陽,,202306010401
15,6,10,シバノナスタチウム,牝3,54,菅原隆一,1:15.8,3,**,,,,,12-11,40.2,403.5,14,406(-10),,,,[東]小手川準,柴一男,,202306010401
1,6,12,トゥービートライン,牡3,56,田辺裕信,1:56.4,,**,,,,,1-1-1-1,38.7,6.0,3,472(+2),,,,[東]尾形和幸,藤本直弘,550.0,202306010402
2,1,2,グランサバナ,牡3,56,バシュロ,1:56.5,3/4,**,,,,,3-2-2-2,38.7,2.0,1,494(+4),,,,[東]田村康仁,キャロットファーム,220.0,202306010402
3,2,3,メイテソーロ,牡3,56,戸崎圭太,1:56.8,1.1/2,**,,,,,12-12-5-5,38.9,3.2,2,482(-2),,,,[東]武市康男,了徳寺健二ホールディングス,140.0,202306010402
4,7,14,ブレードキング,牡3,56,北村宏司,1:56.9,3/4,**,,,,,3-4-2-5,39.1,12.0,4,522(+8),,,,[東]岩戸孝樹,大島豊彦,83.0,202306010402
5,3,5,ビップスコーピオン,牡3,56,柴田大知,1:57.0,1/2,**,,,,,8-10-12-12,38.0,23.3,6,452(-6),,,,[東]田島俊明,鈴木邦英,55.0,202306010402
6,3,6,ラフト,牡3,56,石川裕紀,1:57.4,2.1/2,**,,,,,3-4-6-4,39.3,93.4,9,456(+2),,,,[東]畠山吉宏,荒井泰樹,,202306010402
7,8,15,ビルドラポール,牡3,55,永野猛蔵,1:57.7,2,**,,,,,8-8-7-7,39.4,56.8,7,512(0),,,,[東]西田雄一,ビッグレッドファーム,,202306010402
8,5,10,オールアルミュール,牡3,56,木幡巧也,1:58.2,3,**,,,,,8-8-10-9,39.5,12.6,5,512(+2),,,,[東]的場均,林勝宗,,202306010402
9,7,13,ヴィアスパークル,牡3,54,横山琉人,1:58.3,1/2,**,,,,,2-2-2-2,40.5,192.3,12,452(+6),,,,[東]小笠倫弘,ディアレストクラブ,,202306010402
10,8,16,キタノクーヴェル,牡3,56,武士沢友,1:58.4,1/2,**,,,,,11-10-10-9,39.7,128.2,11,428(+2),,,,[東]本間忍,北所直人,,202306010402
11,6,11,リネンマンボ,牡3,54,原優介,1:58.6,1.1/4,**,,,,,12-12-7-7,40.3,62.1,8,446(-4),,,,[東]粕谷昌央,戸山光男,,202306010402
12,1,1,ラインシュトラール,牡3,56,柴田善臣,1:59.1,3,**,,,,,7-7-12-13,40.1,312.0,14,474(+4),,,,[東]水野貴広,大澤繁昌,,202306010402
13,4,8,ショートストップ,牡3,53,西塚洸二,1:59.2,3/4,**,,,,,6-6-9-11,40.7,403.0,15,446(-6),,,,[東]佐藤吉勝,松谷翔太,,202306010402
14,2,4,レオアメニティー,セ3,56,岩部純二,1:59.5,2,**,,,,,12-12-14-13,40.2,574.0,16,468(-2),,,,[東]萱野浩二,レオ,,202306010402
15,4,7,ミツカネアース,牡3,55,秋山稔樹,2:00.3,5,**,,,,,16-16-14-15,41.0,106.7,10,486(-2),,,,[東]清水英克,小山田満,,202306010402
16,5,9,インナーサンクタム,牡3,56,大野拓弥,2:01.3,6,**,,,,,12-12-16-16,41.5,195.8,13,480(+14),,,,[東]上原博之,ゴドルフィン,,202306010402
1,7,14,ポンサン,牡3,56,横山和生,1:56.0,,**,,,,,16-16-16-11,38.9,186.3,15,476(-6),,,,[東]小西一男,天野克彦,550.0,202306010403
2,2,3,タッチャブル,牡3,56,杉原誠人,1:56.1,3/4,**,,,,,12-11-6-4,39.5,28.5,10,520(+4),,,,[東]宮田敬介,大塚亮一,220.0,202306010403
3,5,9,ウィズフィリップ,牡3,56,西村太一,1:56.6,3,**,,,,,12-13-11-7,39.8,20.4,8,518(+4),,,,[東]大竹正博,山科統,140.0,202306010403
4,1,2,フクチャンビーナス,牝3,54,ルメール,1:56.7,1/2,**,,,,,1-1-1-1,40.7,2.2,1,476(+8),,,,[東]加藤征弘,福田義明,83.0,202306010403
