着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
7,8,16,シゲルルビー,牝4,52,木幡育也,1:25.0,クビ,**,,,,,8-7,36.8,71.6,13,482(-8),,,,[東]伊藤圭三,森中蕃,,202005020709
8,4,8,ジョガールボニート,牡4,54,石橋脩,1:25.1,3/4,**,,,,,9-11,36.5,36.3,11,468(0),,,,[東]相沢郁,高瀬真尚,,202005020709
9,3,6,スズカユース,牝4,52,江田照男,1:25.2,1/2,**,,,,,1-1,37.8,21.5,9,452(+2),,,,[東]伊藤圭三,永井啓弍,,202005020709
10,3,5,カシノブレンド,セ4,55,Ｍ．デム,1:25.2,ハナ,**,,,,,13-13,36.3,8.4,3,446(+4),,,,[東]蛯名利弘,柏木務,,202005020709
11,1,1,ベイオブコトル,牡4,54,三浦皇成,1:25.3,1/2,**,,,,,14-16,36.1,18.0,8,444(-4),,,,[東]高柳瑞樹,ゴドルフィン,,202005020709
12,1,2,ケイアイビリジアン,牡4,55,大野拓弥,1:25.5,1.1/4,**,,,,,5-4,37.7,12.3,6,526(+6),,,,[東]奥平雅士,亀田和弘,,202005020709
13,5,9,リープリングスター,セ4,54,北村宏司,1:25.7,1,**,,,,,3-4,37.9,12.2,5,544(-4),,,,[東]木村哲也,保坂和孝,,202005020709
14,7,14,サウンドストリート,牡6,53,松山弘平,1:26.6,5,**,,,,,12-12,37.8,93.0,14,450(-4),,,,[東]和田正一,増田雄一,,202005020709
15,4,7,ラヴタクティクス,牝6,51,武士沢友,1:27.3,4,**,,,,,9-9,38.9,129.7,16,508(+8),,,,[東]天間昭一,岡田牧雄,,202005020709
16,2,3,セイドアモール,牝4,52,石川裕紀,1:28.0,4,**,,,,,7-7,39.8,17.0,7,498(0),,,,[東]武市康男,サラブレッドクラブ・ラフィアン,,202005020709
1,8,10,ピースワンパラディ,牡4,57,川田将雅,1:33.2,,**,,,,,4-3,33.5,3.2,1,466(+4),,,,[東]大竹正博,長谷川成利,"1,842.4",202005020710
2,2,2,アドマイヤスコール,牡4,57,和田竜二,1:33.2,クビ,**,,,,,5-5,33.3,47.4,8,486(0),,,,[東]加藤征弘,近藤旬子,736.4,202005020710
3,3,3,ニシノカツナリ,牡4,57,田辺裕信,1:33.2,アタマ,**,,,,,6-5,33.2,7.7,5,476(-2),,,,[東]水野貴広,西山茂行,463.2,202005020710
4,7,8,アガラス,牡4,57,ルメール,1:33.4,3/4,**,,,,,1-1,34.2,4.4,3,516(-2),,,,[東]古賀慎明,サンデーレーシング,270.0,202005020710
5,8,9,アントリューズ,牡4,57,福永祐一,1:33.4,クビ,**,,,,,2-2,34.0,15.1,6,498(-2),,,,[東]栗田徹,山口功一郎,182.0,202005020710
6,7,7,キングリッド,牡6,57,松山弘平,1:33.5,1/2,**,,,,,2-3,33.8,52.9,9,454(+2),,,,[東]池上昌和,吉田安惠,,202005020710
7,5,5,ヴィッテルスバッハ,牡4,57,武豊,1:33.5,ハナ,**,,,,,8-8,33.3,6.5,4,470(0),,,,[東]池上昌和,キャロットファーム,,202005020710
8,6,6,フォルコメン,牡4,57,レーン,1:33.6,クビ,**,,,,,6-5,33.6,3.3,2,512(-2),,,,[東]堀宣行,社台レースホース,,202005020710
9,1,1,スーパーブレイク,牡6,57,吉田豊,1:33.7,1/2,**,,,,,10-10,33.3,95.3,10,476(-4),,,,[東]戸田博文,堂守貴志,,202005020710
10,4,4,ワールドヘリテージ,牡5,57,横山典弘,1:34.0,2,**,,,,,8-8,33.8,35.6,7,450(-6),,,,[東]金成貴史,谷岡毅,,202005020710
1,8,13,ダノンスマッシュ,牡5,56,レーン,1:19.8,,**,,,,,1-1,33.1,4.9,2,472(-2),,,,[西]安田隆行,ダノックス,"5,996.6",202005020711
2,8,12,ステルヴィオ,牡5,57,川田将雅,1:20.0,1.1/4,**,,,,,4-3,33.0,6.7,4,490(+2),,,,[東]木村哲也,サンデーレーシング,"2,427.6",202005020711
3,2,2,グルーヴィット,牡4,56,Ｍ．デム,1:20.1,3/4,**,,,,,2-3,33.1,4.9,3,488(-6),,,,[西]松永幹夫,キャロットファーム,"1,513.8",202005020711
4,1,1,ラヴィングアンサー,牡6,56,吉田豊,1:20.1,アタマ,**,,,,,11-11,32.4,47.9,12,496(-2),,,,[西]石坂正,江口雄一郎,890.0,202005020711
5,6,9,セイウンコウセイ,牡7,57,内田博幸,1:20.1,クビ,**,,,,,2-2,33.3,15.3,7,514(+10),,,,[東]上原博之,西山茂行,590.0,202005020711
6,3,3,ケイアイノーテック,牡5,57,石橋脩,1:20.3,1.1/4,**,,,,,13-11,32.5,16.3,8,468(-2),,,,[西]平田修,亀田和弘,,202005020711
7,5,7,ストーミーシー,牡7,56,田辺裕信,1:20.4,クビ,**,,,,,9-9,33.0,14.6,6,552(0),,,,[東]斎藤誠,ミルファーム,,202005020711
8,7,10,タワーオブロンドン,牡5,58,ルメール,1:20.4,クビ,**,,,,,4-5,33.3,3.5,1,516(+2),,,,[東]藤沢和雄,ゴドルフィン,,202005020711
9,7,11,エントシャイデン,牡5,56,松山弘平,1:20.4,アタマ,**,,,,,6-6,33.1,44.4,11,482(-2),,,,[西]矢作芳人,前田幸治,,202005020711
10,6,8,ショウナンライズ,牡7,56,和田竜二,1:20.6,3/4,**,,,,,8-6,33.3,123.6,13,476(+4),,,,[東]上原博之,国本哲秀,,202005020711
11,4,5,レッドアンシェル,牡6,56,福永祐一,1:20.6,クビ,**,,,,,6-6,33.3,8.8,5,472(0),,,,[西]庄野靖志,東京ホースレーシング,,202005020711
12,5,6,ライラックカラー,牡5,56,武豊,1:20.7,3/4,**,,,,,9-10,33.1,43.9,10,462(+2),,,,[東]藤沢和雄,山本英俊,,202005020711
13,4,4,ドーヴァー,牡7,56,三浦皇成,1:21.4,4,**,,,,,12-13,33.5,30.7,9,502(-4),,,,[東]伊藤圭三,ゴドルフィン,,202005020711
1,8,14,フラワーストリーム,セ5,57,レーン,1:37.5,,**,,,,,8-7,37.9,4.4,2,472(0),,,,[東]池上昌和,花村誠,"1,100.0",202005020712
2,2,2,ソルドラード,牡4,57,ルメール,1:37.6,3/4,**,,,,,5-4,38.4,1.8,1,500(-10),,,,[東]藤沢和雄,キャロットファーム,440.0,202005020712
3,7,11,レコンキスタ,牡6,57,木幡巧也,1:37.7,クビ,**,,,,,1-1,39.0,57.3,10,488(+2),,,,[東]斎藤誠,村野康司,280.0,202005020712
4,5,8,ダノンハイパワー,牡6,57,横山和生,1:38.1,2.1/2,**,,,,,12-12,38.1,25.7,6,514(0),,,,[東]菊沢隆徳,ダノックス,170.0,202005020712
5,3,4,トゥーフラッシー,牝4,55,武士沢友,1:38.1,ハナ,**,,,,,10-9,38.3,58.5,11,468(+2),,,,[東]小桧山悟,西森功,110.0,202005020712
6,4,5,トーセンヴィータ,牡5,57,武藤雅,1:38.4,2,**,,,,,2-2,39.4,9.7,4,542(0),,,,[東]古賀慎明,島川隆哉,,202005020712
7,3,3,テキスタイルアート,セ8,57,大野拓弥,1:38.5,クビ,**,,,,,14-14,38.4,57.0,9,486(+2),,,,[東]加藤和宏,岡田壮史,,202005020712
8,4,6,カセノウィナー,牡4,57,和田竜二,1:38.5,ハナ,**,,,,,5-4,39.2,14.9,5,486(-4),,,,[東]土田稔,平川進,,202005020712
9,5,7,オーシャンビュー,牡7,57,嘉藤貴行,1:38.6,1/2,**,,,,,12-12,38.6,41.9,8,454(-8),,,,[東]伊藤伸一,冨沢敦子,,202005020712
10,8,13,オールウェイズゼア,牡6,57,野中悠太,1:38.9,1.3/4,**,,,,,10-9,39.2,33.5,7,478(+6),,,,[東]伊藤伸一,グリーンスウォード,,202005020712
11,7,12,クリノキング,セ6,55,木幡育也,1:38.9,ハナ,**,,,,,7-7,39.4,108.5,12,480(+4),,,,[東]星野忍,栗本守,,202005020712
12,1,1,ケイツーリラ,牝5,55,内田博幸,1:39.5,3.1/2,**,,,,,8-9,39.8,116.0,13,454(-4),,,,[東]鈴木伸尋,楠本勝美,,202005020712
13,6,9,キングテセウス,牡4,57,Ｍ．デム,1:39.7,1.1/4,**,,,,,2-2,40.6,7.1,3,514(+2),,,,[東]木村哲也,保坂和孝,,202005020712
14,6,10,プッシュアゲン,牡7,57,松田大作,1:41.1,8,**,,,,,2-4,41.8,189.3,14,518(-2),,,,[東]中野栄治,浅川皓司,,202005020712
1,2,3,オメガエリタージュ,牡3,56,Ｍ．デム,1:25.8,,**,,,,,4-4,37.3,7.2,4,438(-8),,,,[東]斎藤誠,原禮子,510.0,202005020801
2,5,10,ケイアイロトルア,牡3,56,川田将雅,1:26.0,1,**,,,,,4-4,37.5,4.1,2,472(-4),,,,[東]加藤征弘,亀田和弘,200.0,202005020801
3,3,6,ウラワザテクニック,牡3,56,伊藤工真,1:26.0,クビ,**,,,,,6-6,37.2,190.7,14,474(-2),,,,[東]宗像義忠,薗部博之,130.0,202005020801
4,6,12,スパークインザアイ,セ3,56,武藤雅,1:26.4,2.1/2,**,,,,,9-11,37.0,5.0,3,456(+2),,,,[東]小島茂之,西見徹也,77.0,202005020801
5,7,14,ラファエル,牡3,56,田辺裕信,1:26.6,1.1/2,**,,,,,7-8,37.4,7.5,5,488(-2),,,,[東]伊藤圭三,ゴドルフィン,51.0,202005020801
6,3,5,ツキマデトドケ,牡3,56,福永祐一,1:26.7,クビ,**,,,,,1-1,38.6,3.8,1,480(-8),,,,[東]田島俊明,レッドマジック,,202005020801
7,4,7,アルトゥーロ,牡3,56,大野拓弥,1:26.9,1.1/2,**,,,,,14-14,37.1,34.1,9,428(-2),,,,[東]南田美知,ミルファーム,,202005020801
8,1,1,ヌンカプト,牡3,56,内田博幸,1:26.9,アタマ,**,,,,,7-6,38.1,27.0,7,446(-8),,,,[東]矢野英一,ヌンクラブ,,202005020801
9,2,4,プレシャススパート,牝3,54,的場勇人,1:27.0,3/4,**,,,,,9-8,37.8,162.6,13,498(-10),,,,[東]的場均,日向均,,202005020801
10,6,11,ゼノン,牡3,56,江田照男,1:27.4,2.1/2,**,,,,,11-12,37.8,33.9,8,454(-2),,,,[東]田中剛,ノースヒルズ,,202005020801
11,7,13,キタノタカワシ,牡3,56,武士沢友,1:27.5,クビ,**,,,,,16-16,37.4,285.3,15,450(+5),,,,[東]土田稔,北所直人,,202005020801
12,4,8,ペガサスターボ,牡3,56,横山和生,1:27.5,クビ,**,,,,,13-12,37.9,8.6,6,514(+2),,,,[東]勢司和浩,千明牧場,,202005020801
13,5,9,ハバチューバー,牡3,56,岩部純二,1:28.0,3,**,,,,,14-14,38.2,393.8,16,476(-16),,,,[東]浅野洋一,細川大輔,,202005020801
14,8,16,ゴールドハーレー,牡3,54,木幡育也,1:28.0,クビ,**,,,,,2-2,39.7,48.1,10,484(0),,,,[東]尾形和幸,米津佳昭,,202005020801
15,1,2,キューゴーパドック,牡3,56,野中悠太,1:28.4,2.1/2,**,,,,,11-8,39.2,132.2,12,490(-2),,,,[東]根本康広,福田光博,,202005020801
16,8,15,マリクシ,牝3,54,石川裕紀,1:28.7,1.3/4,**,,,,,2-2,40.5,49.6,11,444(-10),,,,[東]蛯名利弘,畑佐博,,202005020801
1,2,3,クリノファイヤー,牝3,54,柴田善臣,1:39.5,,**,,,,,6-5,38.9,15.0,7,450(-2),,,,[東]本間忍,栗本博晴,510.0,202005020802
2,7,13,ソヨギ,牝3,54,吉田豊,1:39.8,1.1/2,**,,,,,1-1,40.0,2.3,1,466(+4),,,,[東]粕谷昌央,海谷幸司,200.0,202005020802
3,7,14,ルレーヴドゥリリ,牝3,54,野中悠太,1:39.8,アタマ,**,,,,,8-10,38.5,13.7,6,490(+8),,,,[東]田中剛,加藤誠,130.0,202005020802
4,3,6,スノーレイズ,牝3,52,木幡育也,1:39.8,クビ,**,,,,,14-14,37.9,49.3,8,436(-2),,,,[東]菊川正達,ヒダカ・ブリーダーズ・ユニオン,77.0,202005020802
5,4,7,クインズモモナ,牝3,54,田辺裕信,1:40.0,1,**,,,,,4-4,39.8,11.4,5,478(-14),,,,[東]奥平雅士,亀田和弘,51.0,202005020802
6,5,10,ゾールシカ,牝3,54,内田博幸,1:40.3,1.3/4,**,,,,,2-2,40.4,8.2,4,440(0),,,,[東]土田稔,山口敦広,,202005020802
7,4,8,ユウチャファスト,牝3,54,北村宏司,1:40.6,1.3/4,**,,,,,2-2,40.7,5.0,2,452(-4),,,,[東]中舘英二,長谷川祐司,,202005020802
8,8,15,キーリア,牝3,54,松田大作,1:40.6,クビ,**,,,,,4-5,40.0,71.6,10,438(0),,,,[東]中野栄治,カタオカファーム,,202005020802
9,6,12,ラズベリードリーム,牝3,54,武藤雅,1:40.6,クビ,**,,,,,12-13,39.0,69.1,9,496(+8),,,,[東]林徹,ヒダカ・ブリーダーズ・ユニオン,,202005020802
10,3,5,ジャニス,牝3,54,和田竜二,1:41.2,3.1/2,**,,,,,7-7,40.4,5.3,3,422(-2),,,,[東]田中清隆,矢野和雅,,202005020802
11,5,9,ハヴォナ,牝3,54,嘉藤貴行,1:42.0,5,**,,,,,12-12,40.5,175.6,13,434(-6),,,,[東]松山将樹,阿部善武,,202005020802
12,6,11,ブレージングサドル,牝3,54,石川裕紀,1:42.4,2.1/2,**,,,,,10-10,41.0,96.2,11,436(0),,,,[東]奥村武,サンデーレーシング,,202005020802
13,1,1,グリーンスナップ,牝3,54,木幡巧也,1:42.4,アタマ,**,,,,,8-7,41.6,106.0,12,476(0),,,,[東]牧光二,石瀬浩三,,202005020802
14,1,2,エンゼルバイオ,牝3,54,大野拓弥,1:42.7,1.3/4,**,,,,,10-9,41.5,218.6,15,468(+10),,,,[東]松山将樹,バイオ,,202005020802
15,2,4,フクノフェザン,牝3,54,横山和生,1:42.7,ハナ,**,,,,,15-15,40.3,201.5,14,464(-14),,,,[東]杉浦宏昭,福島祐子,,202005020802
除,8,16,トラストダーコ,牝3,54,江田照男,,,**,,,,,,,---,,452(+6),,,,[東]高橋文雅,菅波雅巳,,202005020802
1,5,7,カッティングロック,牡3,56,井上敏樹,2:15.8,,**,,,,,11-11-14-13,36.8,18.1,8,506(-2),,,,[東]相沢郁,石瀬浩三,510.0,202005020803
2,1,1,シュバルツイェガー,牡3,56,大野拓弥,2:15.9,1/2,**,,,,,1-1-1-2,38.1,3.0,1,478(-2),,,,[東]高木登,西森功,200.0,202005020803
3,6,9,ロドルフォブレイン,牡3,56,石橋脩,2:16.0,1/2,**,,,,,7-7-6-7,37.7,4.5,2,526(-6),,,,[東]尾関知人,エンジェルレーシング,130.0,202005020803
4,4,6,ゲンキチボン,牡3,56,木幡巧也,2:16.1,クビ,**,,,,,6-6-6-5,37.9,8.5,5,476(+4),,,,[東]堀井雅広,荒井元明,77.0,202005020803
5,6,10,エアリアルシティー,牡3,56,岩部純二,2:16.2,3/4,**,,,,,14-14-9-7,37.8,345.4,14,486(+18),,,,[東]石毛善彦,ミルファーム,51.0,202005020803
6,7,11,ビレッジイーグル,牡3,56,江田照男,2:16.3,1/2,**,,,,,3-3-2-1,38.5,16.6,6,492(0),,,,[東]竹内正洋,村山輝雄,,202005020803
7,8,14,マラジェッツ,牡3,56,Ｍ．デム,2:16.4,クビ,**,,,,,4-5-2-3,38.5,5.1,3,458(-4),,,,[東]上原博之,伊達敏明,,202005020803
8,3,3,キークラウン,牡3,56,野中悠太,2:16.6,1.1/4,**,,,,,12-11-9-10,38.1,34.2,9,494(-2),,,,[東]黒岩陽一,北前孔一郎,,202005020803
9,3,4,ショウナンアクア,牡3,56,吉田豊,2:16.6,ハナ,**,,,,,9-8-9-11,37.9,17.1,7,466(-4),,,,[東]古賀史生,国本哲秀,,202005020803
10,2,2,アポロダーウィン,牡3,56,石川裕紀,2:17.1,3,**,,,,,2-2-5-5,38.9,86.9,11,508(+2),,,,[東]稲垣幸雄,アポロサラブレッドクラブ,,202005020803
11,7,12,サバイバルボス,牡3,56,内田博幸,2:17.1,アタマ,**,,,,,9-10-2-3,39.1,97.5,12,496(+2),,,,[東]和田雄二,福田光博,,202005020803
12,8,13,キヨセ,牡3,56,和田竜二,2:17.2,クビ,**,,,,,4-3-6-7,38.8,76.9,10,446(+2),,,,[東]新開幸一,中村祐子,,202005020803
13,4,5,マッチザハッチ,牡3,56,レーン,2:17.8,3.1/2,**,,,,,8-8-9-11,39.2,7.2,4,482(0),,,,[東]萩原清,金子真人ホールディングス,,202005020803
14,5,8,ルミナリアス,牡3,54,木幡育也,2:21.8,大,**,,,,,13-13-13-14,42.1,128.3,13,520(0),,,,[東]畠山吉宏,京都ホースレーシング,,202005020803
1,4,8,サトノファビュラス,牝3,54,田中勝春,1:21.7,,**,,,,,2-2,34.5,22.7,6,438(-6),,,,[東]宗像義忠,サトミホースカンパニー,510.0,202005020804
2,6,12,クァンタムリープ,牡3,56,田辺裕信,1:21.9,1.1/2,**,,,,,6-4,34.4,2.4,1,470(-2),,,,[東]鹿戸雄一,シルクレーシング,200.0,202005020804
3,8,18,ホイッスルヴォイス,牝3,54,レーン,1:22.0,1/2,**,,,,,4-4,34.6,2.9,2,446(-2),,,,[東]大竹正博,藤田岳彦,130.0,202005020804
4,4,7,フィオーレカフェ,牝3,54,横山和生,1:22.2,3/4,**,,,,,14-16,34.0,7.5,3,416(0),,,,[東]和田勇介,西川光一,77.0,202005020804
5,2,4,シラカワカツコ,牝3,54,江田照男,1:22.3,3/4,**,,,,,8-8,34.6,41.6,8,392(-6),,,,[東]伊藤伸一,大久保與志雄,51.0,202005020804
6,5,10,クリムゾンオーラ,牝3,54,武士沢友,1:22.4,3/4,**,,,,,10-8,34.7,154.3,13,446(0),,,,[東]清水英克,田頭勇貴,,202005020804
7,5,9,ダイワリチャード,牡3,56,北村宏司,1:22.4,アタマ,**,,,,,11-11,34.5,15.7,5,450(-2),,,,[東]上原博之,大城敬三,,202005020804
8,7,15,トルニ,牝3,54,吉田豊,1:22.5,1/2,**,,,,,16-14,34.4,9.3,4,460(+4),,,,[東]高橋裕,水上ふじ子,,202005020804
9,3,5,ラインキャンドル,牝3,54,武藤雅,1:22.5,アタマ,**,,,,,11-11,34.6,41.6,9,480(+4),,,,[東]水野貴広,大澤繁昌,,202005020804
10,7,13,アンブローニュ,牡3,56,野中悠太,1:22.6,3/4,**,,,,,17-17,34.2,175.6,15,484(+2),,,,[東]根本康広,ノルマンディーサラブレッドレーシング,,202005020804
11,3,6,ビーポーレン,牝3,54,木幡巧也,1:22.7,クビ,**,,,,,14-14,34.6,26.2,7,472(-4),,,,[東]伊藤大士,ミルファーム,,202005020804
12,8,17,パイオニアエース,牡3,56,内田博幸,1:23.0,2,**,,,,,3-3,35.7,81.2,11,422(+2),,,,[東]斎藤誠,杉山忠国,,202005020804
13,8,16,ペイシャスワン,牝3,54,嘉藤貴行,1:23.3,1.3/4,**,,,,,1-1,36.2,162.1,14,442(-4),,,,[東]本間忍,北所直人,,202005020804
14,7,14,ヨドノウイング,牡3,56,松田大作,1:23.4,3/4,**,,,,,13-11,35.5,191.6,16,466(-4),,,,[東]中野栄治,海原聖一,,202005020804
15,1,2,デルマアメジスト,牝3,54,伊藤工真,1:23.5,クビ,**,,,,,4-4,36.1,152.3,12,432(+2),,,,[東]蛯名利弘,浅沼廣幸,,202005020804
16,6,11,フレンドピース,牝3,52,木幡育也,1:23.8,2,**,,,,,6-4,36.3,43.8,10,418(-2),,,,[東]南田美知,横尾晴人,,202005020804
17,2,3,チンクエテッレ,牝3,54,柴田善臣,1:24.6,5,**,,,,,8-8,36.9,262.1,17,404(+6),,,,[東]佐藤吉勝,片山博志,,202005020804
18,1,1,ファーマプリン,牝3,54,石川裕紀,1:24.9,2,**,,,,,18-18,35.2,316.2,18,406(-8),,,,[東]深山雅史,中西功,,202005020804
1,3,3,グレイトオーサー,牡3,56,レーン,2:00.2,,**,,,,,1-1-1,33.7,1.7,1,514(-2),,,,[東]堀宣行,キャロットファーム,730.0,202005020805
2,2,2,コスモインペリウム,牡3,56,武藤雅,2:00.4,1,**,,,,,6-6-5,33.3,18.2,4,510(+4),,,,[東]和田雄二,岡田繁幸,290.0,202005020805
3,5,5,コスモギンガ,牝3,54,野中悠太,2:00.5,1/2,**,,,,,3-2-2,33.9,33.3,7,454(+2),,,,[東]高橋祥泰,岡田繁幸,180.0,202005020805
4,6,6,コロンドール,牡3,56,Ｍ．デム,2:00.5,アタマ,**,,,,,4-4-4,33.6,6.1,3,508(+22),,,,[東]和田雄二,栗坂崇,110.0,202005020805
5,7,7,フローズンスタイル,牝3,54,横山和生,2:00.5,クビ,**,,,,,2-2-3,33.7,26.0,6,446(+2),,,,[東]黒岩陽一,吉田照哉,73.0,202005020805
6,4,4,フォアシュピール,牡3,56,ルメール,2:01.0,3,**,,,,,7-7-7,33.8,2.8,2,456(0),,,,[東]手塚貴久,キャロットファーム,,202005020805
7,1,1,ローレリスト,牡3,56,田辺裕信,2:01.2,1.1/2,**,,,,,5-4-5,34.2,21.0,5,450(-4),,,,[東]中川公成,多田賢司,,202005020805
1,8,14,イベリスリーフ,牝4,55,石橋脩,1:24.3,,**,,,,,1-1,36.1,5.7,4,454(+4),,,,[東]中舘英二,サンデーレーシング,760.0,202005020806
2,3,3,オメガドーヴィル,牝4,55,和田竜二,1:25.0,4,**,,,,,4-4,36.3,12.0,7,400(-2),,,,[東]高柳瑞樹,原禮子,300.0,202005020806
3,6,9,ルミエールソレイユ,牝4,55,野中悠太,1:25.3,2,**,,,,,2-2,36.9,4.9,3,468(+4),,,,[東]粕谷昌央,岡田牧雄,190.0,202005020806
4,8,13,プリンシアルーチェ,牝4,55,三浦皇成,1:25.4,クビ,**,,,,,7-7,36.2,4.1,1,500(+6),,,,[東]宮田敬介,芳川貴行,110.0,202005020806
5,7,11,リワードノルン,牝4,55,横山典弘,1:25.6,1.1/4,**,,,,,4-5,36.7,9.5,5,472(-2),,,,[東]藤原辰雄,宮崎冴子,76.0,202005020806
6,4,6,タツオウカランブ,牝5,55,木幡巧也,1:26.0,2.1/2,**,,,,,8-8,36.7,91.5,12,502(0),,,,[東]古賀史生,鈴木高幸,,202005020806
7,6,10,ネイビーアッシュ,牝5,55,池添謙一,1:26.2,1.1/4,**,,,,,8-9,36.7,10.0,6,490(-2),,,,[東]萩原清,吉田勝己,,202005020806
8,5,7,アポロアミ,牝5,55,ルメール,1:26.2,クビ,**,,,,,10-10,36.4,4.2,2,470(+4),,,,[東]矢野英一,アポロサラブレッドクラブ,,202005020806
9,3,4,ラプターゲイル,牝5,55,嘉藤貴行,1:26.3,クビ,**,,,,,6-5,37.4,188.3,14,456(-6),,,,[東]佐藤吉勝,ビッグレッドファーム,,202005020806
10,5,8,カズミドリーム,牝5,55,田中勝春,1:26.3,ハナ,**,,,,,10-10,36.5,26.5,8,468(-4),,,,[東]中野栄治,藤沼利夫,,202005020806
11,1,1,ラブインブルーム,牝4,53,木幡育也,1:26.3,クビ,**,,,,,13-13,36.2,81.2,11,426(+10),,,,[東]萱野浩二,大樹ファーム,,202005020806
12,4,5,レイナブローニュ,牝4,55,北村宏司,1:26.7,2,**,,,,,3-3,38.2,53.0,9,458(+6),,,,[東]古賀慎明,山本又一郎,,202005020806
13,7,12,フランシス,牝4,55,横山和生,1:26.8,1/2,**,,,,,10-10,37.0,53.8,10,474(-8),,,,[東]竹内正洋,田島榮二郎,,202005020806
14,2,2,ラタンドレス,牝7,55,江田照男,1:27.2,2.1/2,**,,,,,13-13,37.1,118.9,13,482(+4),,,,[東]小手川準,ノルマンディーサラブレッドレーシング,,202005020806
1,5,10,トロシュナ,牝4,55,レーン,1:19.9,,**,,,,,6-6,33.9,3.7,1,466(+8),,,,[東]大竹正博,サンデーレーシング,760.0,202005020807
2,4,7,アイワナビリーヴ,牝4,55,三浦皇成,1:19.9,クビ,**,,,,,9-8,33.7,5.8,2,470(+4),,,,[東]戸田博文,ＤＭＭドリームクラブ,300.0,202005020807
3,2,3,マサノアッレーグラ,牝5,55,川田将雅,1:20.0,クビ,**,,,,,3-3,34.9,8.1,6,506(+10),,,,[東]大竹正博,中村時子,190.0,202005020807
4,1,1,ドクターデューン,牝5,55,横山和生,1:20.2,1.1/2,**,,,,,4-4,34.9,68.6,11,482(-4),,,,[東]菊沢隆徳,松岡悟,110.0,202005020807
5,5,9,キングドンドルマ,牡5,57,松山弘平,1:20.4,1.1/4,**,,,,,5-5,34.9,19.1,9,474(+2),,,,[東]伊藤伸一,田頭勇貴,76.0,202005020807
6,7,13,シャンデフレーズ,牝4,53,木幡育也,1:20.6,1.1/4,**,,,,,2-2,35.6,7.0,4,420(-2),,,,[東]中舘英二,キャロットファーム,,202005020807
7,2,4,マーヴェラスクイン,牝4,55,内田博幸,1:20.7,クビ,**,,,,,1-1,35.9,75.2,12,422(+6),,,,[東]古賀慎明,山本又一郎,,202005020807
8,7,14,スズレジーム,牝6,55,武士沢友,1:20.8,1/2,**,,,,,6-6,34.8,367.2,16,454(-6),,,,[東]高橋裕,森達郎,,202005020807
9,6,11,ストームウォリアー,セ4,57,武藤雅,1:21.0,1,**,,,,,16-16,33.3,86.6,13,472(-6),,,,[東]中川公成,伊東純一,,202005020807
9,8,16,レディードリー,牝4,55,柴田善臣,1:21.0,同着,**,,,,,11-11,34.2,8.0,5,442(0),,,,[東]深山雅史,小林博雄,,202005020807
11,3,6,リーディングエッジ,セ5,57,嘉藤貴行,1:21.0,クビ,**,,,,,12-10,34.5,17.9,8,490(-14),,,,[東]高柳瑞樹,ゴドルフィン,,202005020807
12,8,17,ウエスタンランポ,牝4,55,江田照男,1:21.0,クビ,**,,,,,14-14,33.5,136.3,15,406(0),,,,[東]深山雅史,西川賢,,202005020807
13,6,12,サクステッド,セ5,57,福永祐一,1:21.3,2,**,,,,,8-8,35.1,11.6,7,476(-20),,,,[東]小西一男,キャロットファーム,,202005020807
14,8,15,ヴィンチェロ,牡4,57,横山典弘,1:21.5,1.1/4,**,,,,,9-11,34.8,54.2,10,488(-15),,,,[東]武井亮,磯波勇Ｆ,,202005020807
15,3,5,ガイセン,牡4,57,木幡巧也,1:21.6,1/2,**,,,,,17-16,33.9,86.9,14,436(-2),,,,[東]岩戸孝樹,中村智幸,,202005020807
16,1,2,サトノコメット,牝5,55,Ｍ．デム,1:22.1,3,**,,,,,13-13,34.8,6.8,3,466(+2),,,,[東]奥村武,サトミホースカンパニー,,202005020807
17,4,8,ラバストーン,牡4,57,岩部純二,1:23.1,6,**,,,,,14-14,35.6,473.6,17,474(-4),,,,[東]大江原哲,田頭勇貴,,202005020807
1,4,4,アイスフィヨルド,牡5,57,武藤雅,1:33.4,,**,,,,,4-4,33.4,14.3,6,448(-4),,,,[東]武藤善則,佐々木雄二,"1,100.0",202005020808
2,8,10,アオイシンゴ,セ6,57,内田博幸,1:33.4,ハナ,**,,,,,3-3,33.6,3.2,2,498(+16),,,,[東]古賀慎明,新谷幸義,440.0,202005020808
3,7,7,メッシーナ,牝4,55,武豊,1:33.6,1.1/2,**,,,,,4-6,33.5,9.2,4,468(+2),,,,[東]萩原清,サンデーレーシング,280.0,202005020808
4,1,1,サトノフォース,牡4,57,ルメール,1:33.6,クビ,**,,,,,10-8,33.2,4.0,3,462(+4),,,,[東]藤沢和雄,サトミホースカンパニー,170.0,202005020808
5,5,5,ロジスカーレット,牡5,57,田辺裕信,1:34.2,3.1/2,**,,,,,7-6,34.0,29.1,8,446(0),,,,[東]国枝栄,久米田正明,110.0,202005020808
