着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
1,3,6,メイショウアリソン,牡6,57,松山弘平,1:22.8,,**,,,,,4-4,36.4,22.2,9,504(+2),,,,[西]池添兼雄,松本好雄,"1,854.3",202008020710
2,2,3,ヒルノサルバドール,牡7,57,四位洋文,1:22.8,クビ,**,,,,,16-14,34.9,7.8,2,448(-4),,,,[西]昆貢,ヒルノ,739.8,202008020710
3,1,1,ハーグリーブス,牡5,57,ルメール,1:22.8,ハナ,**,,,,,7-7,36.0,9.6,3,510(0),,,,[東]尾関知人,水上ふじ子,464.9,202008020710
4,2,4,ヴォーガ,牡6,57,松田大作,1:23.1,1.3/4,**,,,,,7-7,36.2,120.6,16,462(0),,,,[西]森秀行,一村哲也,270.0,202008020710
5,7,14,スナークライデン,牡6,57,国分恭介,1:23.1,アタマ,**,,,,,11-11,36.0,40.0,12,482(0),,,,[西]川村禎彦,杉本豊,182.0,202008020710
6,4,8,マイネルオスカル,牡5,57,幸英明,1:23.2,1/2,**,,,,,2-2,37.0,9.7,4,492(-4),,,,[西]長谷川浩,サラブレッドクラブ・ラフィアン,,202008020710
7,5,9,エテルニテ,牝5,55,和田竜二,1:23.3,クビ,**,,,,,4-4,36.7,10.1,6,504(+12),,,,[西]平田修,青山洋一,,202008020710
8,4,7,フィールドセンス,牡6,57,福永祐一,1:23.5,1.1/4,**,,,,,6-6,36.8,13.7,8,552(+18),,,,[西]千田輝彦,前原敏行,,202008020710
9,8,15,メイショウヴォルガ,牡6,57,岩崎翼,1:23.5,アタマ,**,,,,,11-13,36.3,59.8,15,502(-6),,,,[西]本田優,松本好雄,,202008020710
10,7,13,アスターソード,牡5,57,松若風馬,1:23.6,1/2,**,,,,,11-11,36.4,11.8,7,470(0),,,,[西]中竹和也,加藤久枝,,202008020710
11,5,10,アヴァンティスト,牡4,57,坂井瑠星,1:23.8,1.1/4,**,,,,,7-7,36.9,52.8,14,476(+6),,,,[西]西浦勝一,カナヤマホールディングス,,202008020710
12,6,11,コウエイアンカ,セ5,57,北村友一,1:24.9,7,**,,,,,7-7,38.0,38.7,10,490(+10),,,,[西]森秀行,伊東政清,,202008020710
13,6,12,ペイシャネガノ,牝4,55,藤岡佑介,1:25.0,1/2,**,,,,,2-2,38.8,9.7,5,460(-2),,,,[東]深山雅史,北所直人,,202008020710
14,1,2,スマートアルタイル,牡5,57,武豊,1:25.8,5,**,,,,,15-14,38.2,2.6,1,474(+8),,,,[西]小崎憲,大川徹,,202008020710
15,3,5,アサケパワー,牡6,57,川須栄彦,1:25.8,ハナ,**,,,,,1-1,39.7,39.5,11,532(0),,,,[西]大橋勇樹,大橋堯,,202008020710
16,8,16,ミスズフリオーソ,牡5,57,中井裕二,1:27.2,8,**,,,,,14-16,39.7,52.4,13,494(+2),,,,[西]木原一良,永井啓弍,,202008020710
1,8,17,サウンドキアラ,牝5,55,松山弘平,1:23.2,,**,,,,,4-7,34.5,4.3,1,460(+2),,,,[西]安達昭夫,増田雄一,"3,660.2",202008020711
2,5,9,プールヴィル,牝4,55,岩田康誠,1:23.4,1.1/4,**,,,,,4-2,34.9,12.9,6,446(+24),,,,[西]庄野靖志,吉田照哉,"1,417.2",202008020711
3,3,6,メイショウグロッケ,牝6,54,大野拓弥,1:23.6,1.1/4,**,,,,,6-5,34.9,48.6,13,468(+8),,,,[西]荒川義之,松本好隆,908.6,202008020711
4,6,12,アマルフィコースト,牝5,54,幸英明,1:23.6,ハナ,**,,,,,3-5,35.0,46.0,12,470(-4),,,,[西]牧田和弥,社台レースホース,540.0,202008020711
5,1,2,ビーチサンバ,牝4,54,福永祐一,1:23.8,1.1/4,**,,,,,16-14,34.4,6.6,4,472(-4),,,,[西]友道康夫,金子真人ホールディングス,360.0,202008020711
6,5,10,ディメンシオン,牝6,55,松田大作,1:23.8,クビ,**,,,,,9-10,34.9,32.8,10,460(+12),,,,[西]藤原英昭,広尾レース,,202008020711
7,7,13,シゲルピンクダイヤ,牝4,55,和田竜二,1:23.9,クビ,**,,,,,9-12,34.8,5.0,2,462(+4),,,,[西]渡辺薫彦,森中蕃,,202008020711
8,3,5,リバティハイツ,牝5,55,松若風馬,1:23.9,クビ,**,,,,,13-12,34.7,53.0,14,468(+10),,,,[西]高野友和,社台レースホース,,202008020711
9,4,8,プリディカメント,牝5,54,川島信二,1:24.0,クビ,**,,,,,17-17,34.4,45.8,11,516(0),,,,[西]吉村圭司,ゴドルフィン,,202008020711
10,6,11,ディアンドル,牝4,56,藤岡佑介,1:24.0,クビ,**,,,,,8-11,35.1,76.2,15,494(-2),,,,[西]奥村豊,シルクレーシング,,202008020711
11,4,7,メイショウショウブ,牝4,54,四位洋文,1:24.0,アタマ,**,,,,,1-1,35.6,24.5,8,502(+2),,,,[西]池添兼雄,松本好雄,,202008020711
12,2,3,リナーテ,牝6,56,武豊,1:24.1,1/2,**,,,,,6-4,35.4,16.8,7,504(+6),,,,[西]須貝尚介,サンデーレーシング,,202008020711
13,7,14,ドナウデルタ,牝4,54,北村友一,1:24.1,ハナ,**,,,,,13-14,34.8,5.5,3,438(-4),,,,[西]石坂正,サンデーレーシング,,202008020711
14,2,4,メイショウケイメイ,牝4,54,酒井学,1:24.2,クビ,**,,,,,9-7,35.3,381.8,17,422(+4),,,,[西]南井克巳,松本好雄,,202008020711
15,8,16,ノーワン,牝4,54,坂井瑠星,1:24.2,ハナ,**,,,,,15-14,34.7,24.8,9,488(0),,,,[西]笹田和秀,藤田好紀,,202008020711
16,8,15,モアナ,牝6,54,シュタル,1:24.3,1/2,**,,,,,2-3,35.9,98.2,16,498(-12),,,,[東]高橋文雅,吉田和美,,202008020711
17,1,1,アルーシャ,牝5,55,ルメール,1:24.3,ハナ,**,,,,,12-7,35.4,7.4,5,438(-2),,,,[東]藤沢和雄,サンデーレーシング,,202008020711
1,8,16,クレスコブレイブ,牡6,57,鮫島良太,1:49.8,,**,,,,,13-14-12-8,36.0,22.1,9,524(0),,,,[西]飯田雄三,堀川三郎,"1,100.0",202008020712
2,2,3,トップウイナー,牡4,56,和田竜二,1:49.8,クビ,**,,,,,3-3-3-2,36.8,11.0,6,480(+2),,,,[西]鈴木孝志,宮内牧場,440.0,202008020712
3,1,2,オノリス,牡5,57,シュタル,1:49.9,クビ,**,,,,,4-4-4-4,36.7,3.9,1,514(0),,,,[西]吉田直弘,キャロットファーム,280.0,202008020712
4,5,10,メリッサーニ,牝5,55,川須栄彦,1:50.1,1,**,,,,,8-8-7-6,36.7,132.2,15,494(+8),,,,[西]笹田和秀,Ｇ１レーシング,170.0,202008020712
5,5,9,マースゴールド,牡5,57,岩田康誠,1:50.3,1.1/2,**,,,,,6-6-5-4,37.0,9.2,4,468(0),,,,[西]佐々木晶,キャピタルクラブ,110.0,202008020712
6,7,13,ハヤブサレジェンド,牡5,57,松若風馬,1:50.4,3/4,**,,,,,2-2-2-2,37.5,35.1,11,502(-4),,,,[東]伊藤圭三,グランド牧場,,202008020712
7,4,7,モンオール,牝4,54,松山弘平,1:50.4,アタマ,**,,,,,10-10-13-14,36.5,24.9,10,452(+4),,,,[西]平田修,吉田勝己,,202008020712
8,2,4,キングスクロス,牡5,57,幸英明,1:50.4,ハナ,**,,,,,13-13-13-13,36.5,5.2,2,468(0),,,,[西]大久保龍,落合幸弘,,202008020712
9,7,14,モサ,牡4,56,福永祐一,1:50.6,1.1/4,**,,,,,10-10-10-9,36.9,18.9,8,504(+2),,,,[西]角田晃一,岡浩二,,202008020712
10,4,8,シゲルマツタケ,牝5,55,酒井学,1:50.9,1.3/4,**,,,,,7-6-8-9,37.3,189.2,16,468(-2),,,,[西]谷潔,森中蕃,,202008020712
11,6,12,トモノコテツ,牡5,57,武豊,1:51.2,1.3/4,**,,,,,8-8-8-6,37.7,5.3,3,480(+6),,,,[西]浜田多実,共田義夫,,202008020712
12,3,5,ププッピドゥ,牝4,51,亀田温心,1:51.2,クビ,**,,,,,1-1-1-1,38.5,9.4,5,494(+4),,,,[西]北出成人,岡浩二,,202008020712
13,6,11,エングローサー,牡5,57,国分優作,1:51.3,クビ,**,,,,,12-12-10-9,37.5,11.8,7,506(0),,,,[西]清水久詞,中村忠彦,,202008020712
14,3,6,ダイシンカローリ,牡5,57,中井裕二,1:51.6,2,**,,,,,15-15-16-14,37.5,101.8,14,518(+2),,,,[西]庄野靖志,大八木信行,,202008020712
15,8,15,センスオブワンダー,牡5,57,川島信二,1:52.2,3.1/2,**,,,,,15-15-15-14,38.1,52.1,13,496(+14),,,,[西]荒川義之,前田晋二,,202008020712
16,1,1,ダノンロッソ,牡6,57,坂井瑠星,1:52.5,1.3/4,**,,,,,4-4-5-9,39.2,52.0,12,458(+10),,,,[西]松田国英,ダノックス,,202008020712
1,8,15,オウケンロジータ,牝3,54,藤岡佑介,1:53.7,,**,,,,,3-3-3-2,37.1,3.4,1,500(-8),,,,[西]藤岡健一,福井明,510.0,202008020801
2,7,14,ピエナラプソディ,牝3,54,城戸義政,1:54.3,3.1/2,**,,,,,4-4-5-4,37.4,32.7,12,444(+10),,,,[西]奥村豊,本谷兼三,200.0,202008020801
3,1,2,メイショウトラヒメ,牝3,53,菊沢一樹,1:54.6,1.3/4,**,,,,,13-16-13-11,37.0,10.6,4,460(0),,,,[西]南井克巳,松本好雄,130.0,202008020801
4,3,5,レペット,牝3,54,藤井勘一,1:55.2,3.1/2,**,,,,,4-4-4-4,38.4,10.9,5,452(+2),,,,[西]安田翔伍,雅苑興業,77.0,202008020801
5,1,1,ノワールフレグラン,牝3,51,亀田温心,1:55.4,1.1/4,**,,,,,13-14-13-13,37.7,13.5,6,438(-8),,,,[西]西村真幸,グリーンファーム,51.0,202008020801
6,3,6,ブライトアイズ,牝3,54,坂井瑠星,1:55.4,クビ,**,,,,,7-7-7-7,38.3,7.5,3,472(+4),,,,[西]高橋亮,飯田正剛,,202008020801
7,7,13,リバーランド,牝3,54,柴山雄一,1:55.7,2,**,,,,,13-12-10-9,38.2,23.7,10,406(-6),,,,[西]浅見秀一,林正道,,202008020801
8,2,4,タガノペルマネンテ,牝3,54,藤懸貴志,1:55.8,クビ,**,,,,,10-12-15-14,37.7,51.5,13,432(-22),,,,[西]平田修,八木良司,,202008020801
9,8,16,ドリームハット,牝3,54,国分恭介,1:55.9,1/2,**,,,,,2-2-2-2,39.4,23.9,11,444(-2),,,,[西]安達昭夫,小島將之,,202008020801
10,4,7,オースミプリンセス,牝3,54,国分優作,1:56.4,3,**,,,,,13-14-10-11,39.0,109.6,16,450(-6),,,,[西]宮本博,オースミ,,202008020801
11,4,8,クリノソフィア,牝3,54,松田大作,1:56.4,クビ,**,,,,,1-1-1-1,40.0,79.4,14,452(0),,,,[西]武英智,栗本博晴,,202008020801
12,6,11,エナジーループ,牝3,54,岡田祥嗣,1:56.5,3/4,**,,,,,10-10-7-7,39.3,106.8,15,488(-2),,,,[西]鮫島一歩,キャピタル・システム,,202008020801
13,5,9,ロビンザフィリー,牝3,54,四位洋文,1:56.6,クビ,**,,,,,6-6-5-4,39.7,3.7,2,400(-4),,,,[東]大和田成,嶋田賢,,202008020801
14,5,10,シュガーミー,牝3,53,川又賢治,1:56.6,クビ,**,,,,,10-10-12-14,39.0,21.7,7,444(0),,,,[西]寺島良,トライスターレーシング,,202008020801
15,6,12,ルミエールイリゼ,牝3,54,高倉稜,1:57.2,3.1/2,**,,,,,7-7-7-9,40.0,23.0,9,504(+10),,,,[西]木原一良,名古屋友豊,,202008020801
16,2,3,オークレイコート,牝3,54,酒井学,1:57.7,3,**,,,,,9-9-15-16,39.5,22.1,8,442(+6),,,,[西]谷潔,ビクトリーホースランチ,,202008020801
1,2,4,ワイドソロモン,牡3,53,亀田温心,1:51.6,,**,,,,,5-5-3-1,37.7,7.1,4,482(0),,,,[西]角居勝彦,幅田昌伸,510.0,202008020802
2,3,6,クリノヴジュアル,牡3,56,国分恭介,1:52.1,3,**,,,,,3-3-4-4,38.2,2.9,1,480(0),,,,[西]川村禎彦,栗本博晴,200.0,202008020802
3,7,14,ドスハーツ,牡3,56,森一馬,1:52.3,1.1/4,**,,,,,9-10-10-8,37.6,12.0,5,474(-4),,,,[西]松永昌博,大田恭充,130.0,202008020802
4,4,7,ウォーターモースト,牡3,56,岩崎翼,1:52.9,3.1/2,**,,,,,15-14-12-11,37.6,182.4,13,442(-2),,,,[西]田所秀孝,山岡正人,77.0,202008020802
5,8,16,ペイダート,牡3,56,藤井勘一,1:53.3,2.1/2,**,,,,,3-3-4-5,39.3,31.2,8,468(-2),,,,[西]石坂正,水上行雄,51.0,202008020802
6,5,9,コンウィ,牡3,56,中井裕二,1:53.5,1.1/2,**,,,,,6-6-6-6,39.2,17.5,7,442(0),,,,[西]浅見秀一,中村祐子,,202008020802
7,8,15,アサシン,牡3,56,国分優作,1:53.6,1/2,**,,,,,9-9-8-8,39.1,71.4,12,494(-4),,,,[西]中竹和也,中村忠彦,,202008020802
8,7,13,ムーンレース,牡3,56,坂井瑠星,1:53.7,クビ,**,,,,,2-2-2-2,40.0,7.0,3,516(+2),,,,[西]高柳大輔,レッドマジック,,202008020802
9,1,2,ダンツクルーズ,牡3,56,酒井学,1:53.8,3/4,**,,,,,6-6-6-7,39.4,49.1,11,486(+14),,,,[西]谷潔,山元哲二,,202008020802
10,5,10,シンゼンウイング,牡3,56,川島信二,1:54.0,1.1/4,**,,,,,9-10-9-10,39.4,32.8,9,478(-6),,,,[西]飯田祐史,原司郎,,202008020802
11,3,5,ワンダーエルツ,牡3,56,太宰啓介,1:54.1,3/4,**,,,,,12-12-12-12,38.7,40.5,10,418(-2),,,,[西]羽月友彦,山本能成,,202008020802
12,2,3,ダイヴィンダート,牡3,56,岩田康誠,1:54.7,3.1/2,**,,,,,1-1-1-3,41.1,3.6,2,508(+10),,,,[西]今野貞一,吉澤克己,,202008020802
13,4,8,フィアレススマイル,牡3,56,藤岡佑介,1:55.7,6,**,,,,,13-13-14-14,39.9,13.0,6,436(+4),,,,[西]吉村圭司,堂守貴志,,202008020802
14,1,1,ヒッポカンポス,牡3,56,荻野極,1:56.1,2.1/2,**,,,,,14-14-15-15,39.1,224.4,14,472(0),,,,[西]渡辺薫彦,山口敦広,,202008020802
15,6,12,サンライズスマイル,牡3,56,高倉稜,1:56.3,1.1/4,**,,,,,8-8-11-12,41.3,228.9,15,484(-2),,,,[西]牧浦充徳,松岡隆雄,,202008020802
取,6,11,エイユージャッカル,牡3,56,川須栄彦,,,**,,,,,,,---,,計不,,,,[西]岡田稲男,笹部義則,,202008020802
1,5,9,ボルサリーノ,牡3,55,川又賢治,1:25.2,,**,,,,,2-1,37.4,2.1,1,458(-4),,,,[西]杉山晴紀,草間庸文,510.0,202008020803
2,6,11,メイショウオーギシ,牡3,56,四位洋文,1:25.3,1/2,**,,,,,9-4,36.9,21.9,9,482(-10),,,,[西]飯田祐史,松本好雄,200.0,202008020803
3,1,1,ロワマージュ,牡3,56,柴山雄一,1:25.4,1/2,**,,,,,5-4,37.4,21.5,8,478(-6),,,,[東]池上昌和,ゴドルフィン,130.0,202008020803
4,6,10,ノーブルライガー,牡3,56,高倉稜,1:25.4,クビ,**,,,,,3-2,37.4,16.8,5,470(+4),,,,[西]宮本博,吉木伸彦,77.0,202008020803
5,2,3,ダッチマン,セ3,56,坂井瑠星,1:25.6,1.1/2,**,,,,,8-7,37.3,16.3,4,444(-6),,,,[西]音無秀孝,小田切光,51.0,202008020803
6,7,13,オカリナ,牡3,53,亀田温心,1:25.6,ハナ,**,,,,,11-7,36.9,20.3,7,528(+4),,,,[西]宮徹,八木秀之,,202008020803
7,3,5,ロジーナ,牝3,54,岩田康誠,1:26.3,4,**,,,,,3-4,38.3,5.6,3,446(+2),,,,[西]佐々木晶,友駿ホースクラブ,,202008020803
8,3,4,シェイクスピア,牡3,56,国分優作,1:26.6,2,**,,,,,9-7,38.1,146.7,11,480(-2),,,,[西]西浦勝一,カナヤマホールディングス,,202008020803
9,2,2,ヴィエントアスール,牡3,56,池添謙一,1:26.8,1.1/4,**,,,,,1-2,39.0,4.0,2,470(0),,,,[西]鈴木孝志,アスール,,202008020803
10,4,7,ナムラキンタロー,牡3,56,藤岡佑介,1:26.9,3/4,**,,,,,15-14,37.4,18.8,6,446(-2),,,,[西]浜田多実,奈村睦弘,,202008020803
11,4,6,デイスター,牡3,56,酒井学,1:27.0,1/2,**,,,,,5-7,38.8,195.2,12,442(+4),,,,[西]中尾秀正,カナヤマホールディングス,,202008020803
12,7,12,シールド,牡3,56,藤井勘一,1:27.2,3/4,**,,,,,14-13,38.0,430.6,15,452(-2),,,,[西]谷潔,齊藤直信,,202008020803
13,8,15,クリノビックネーム,牡3,56,城戸義政,1:27.3,1/2,**,,,,,13-14,38.3,216.5,13,500(-4),,,,[西]荒川義之,栗本博晴,,202008020803
14,5,8,ロックアビリティ,牡3,56,水口優也,1:27.6,2,**,,,,,12-11,39.0,328.5,14,494(+4),,,,[西]服部利之,中西功,,202008020803
15,8,14,マシェリイ,牝3,54,藤懸貴志,1:29.5,大,**,,,,,5-11,41.3,35.6,10,432(-4),,,,[西]平田修,松岡隆雄,,202008020803
1,7,12,トップアスリート,牡4,59,西谷誠,3:24.1,,,,,,,2-2-2-2,14.0,12.5,6,476(+4),,,,[西]池添学,寺田千代乃,790.0,202008020804
2,5,8,ラフレシアレディ,牝4,57,草野太郎,3:24.9,5,,,,,,1-1-1-1,14.1,160.4,12,468(-8),,,,[東]畠山吉宏,吉田昭一,320.0,202008020804
3,2,2,タガノアンピール,牡6,60,白浜雄造,3:27.5,大,,,,,,4-4-3-3,14.3,8.7,5,560(+16),,,,[西]中尾秀正,八木良司,200.0,202008020804
4,4,6,ブルーガーディアン,牡8,60,石神深一,3:29.5,大,,,,,,6-6-7-5,14.4,3.6,1,490(0),,,,[東]星野忍,ＹＧＧホースクラブ,120.0,202008020804
5,3,3,モリトシュン,牡4,59,小野寺祐,3:29.7,1.1/4,,,,,,6-6-5-4,14.4,19.5,8,482(-2),,,,[東]堀井雅広,吉川朋宏,79.0,202008020804
6,8,14,アスターブリザード,牡4,59,高田潤,3:30.7,6,,,,,,10-10-8-8,14.5,61.0,9,494(+16),,,,[西]湯窪幸雄,加藤久枝,,202008020804
7,8,13,プレシャスルージュ,セ8,60,植野貴也,3:31.0,1.3/4,,,,,,5-5-6-6,14.5,6.2,4,474(+4),,,,[西]高柳大輔,シルクレーシング,,202008020804
8,5,7,クーザ,牡4,59,高野和馬,3:34.5,大,,,,,,9-9-8-9,14.7,215.1,13,472(+2),,,,[東]根本康広,ライオンレースホース,,202008020804
9,3,4,ロスカボス,セ7,60,大江原圭,3:34.6,3/4,,,,,,3-3-4-6,14.7,12.8,7,486(-12),,,,[東]大江原哲,吉田照哉,,202008020804
10,7,11,ヒロノオリオン,牝5,58,黒岩悠,3:35.9,8,,,,,,11-11-11-10,14.8,118.8,10,488(+2),,,,[西]高橋康之,サンエイ開発,,202008020804
11,4,5,ウインドシャルム,牝4,57,上野翔,3:36.0,3/4,,,,,,8-8-10-11,14.8,124.2,11,414(-14),,,,[東]高橋裕,福原正博,,202008020804
中,1,1,タイセイパルサー,牡7,60,熊沢重文,,,,,,,,,,4.2,2,494(-6),,,,[西]大橋勇樹,田中成奉,,202008020804
中,6,9,ソウラセブン,牝5,58,江田勇亮,,,,,,,,,,277.1,14,456(-8),,,,[東]柄崎孝,村田滋,,202008020804
中,6,10,フミノムーン,牡8,60,森一馬,,,,,,,,,,4.7,3,458(+6),,,,[西]西浦勝一,谷迪,,202008020804
1,4,8,ヴァリッドブラック,セ3,56,藤岡佑介,1:50.9,,**,,,,,2-1,35.6,4.9,3,464(+12),,,,[西]中内田充,サンデーレーシング,510.0,202008020805
2,7,14,ムジカ,牝3,54,池添謙一,1:51.1,1.1/2,**,,,,,10-8,35.3,2.7,1,432(0),,,,[西]鈴木孝志,杉澤光雄,200.0,202008020805
3,1,1,ナリタザクラ,牡3,56,岩田康誠,1:51.5,2.1/2,**,,,,,6-6,35.9,7.1,4,500(+8),,,,[西]高橋亮,オースミ,130.0,202008020805
4,8,16,コンフィテーロ,牡3,55,川又賢治,1:51.5,アタマ,**,,,,,3-3,36.1,3.4,2,460(-2),,,,[西]吉村圭司,ゴドルフィン,77.0,202008020805
5,7,13,サングレデクリスト,牡3,56,坂井瑠星,1:52.1,3.1/2,**,,,,,6-3,36.7,13.2,5,510(-2),,,,[西]清水久詞,吉田勝己,51.0,202008020805
6,6,11,マテラジニアス,牡3,56,川須栄彦,1:53.0,5,**,,,,,10-10,37.0,55.0,8,480(-2),,,,[西]浜田多実,大野照旺,,202008020805
7,6,12,フローラルキスミー,牝3,54,柴山雄一,1:53.2,1.1/2,**,,,,,5-3,37.8,64.5,9,418(0),,,,[東]伊藤大士,高橋正雄,,202008020805
8,5,9,ウラニア,牝3,54,川島信二,1:53.4,1.1/4,**,,,,,10-10,37.4,292.8,14,436(-6),,,,[西]安達昭夫,田所英子,,202008020805
9,2,4,マグニフィクス,牡3,56,酒井学,1:53.6,1,**,,,,,13-10,37.6,18.5,7,472(-8),,,,[西]松下武士,社台レースホース,,202008020805
10,4,7,クールデショー,牝3,51,服部寿希,1:53.8,1,**,,,,,1-2,38.6,73.9,10,472(0),,,,[西]清水久詞,川上哲司,,202008020805
11,2,3,ダイシンマルス,牡3,56,中井裕二,1:53.8,クビ,**,,,,,3-6,38.3,176.9,12,444(-4),,,,[西]安田隆行,大八木信行,,202008020805
12,5,10,クロスラミナ,牝3,54,高倉稜,1:54.0,1.1/2,**,,,,,6-9,38.3,407.4,16,424(-6),,,,[西]安達昭夫,水上ふじ子,,202008020805
13,3,5,メリディアン,牝3,54,荻野琢真,1:54.2,1.1/2,**,,,,,6-10,38.4,17.3,6,418(-6),,,,[西]友道康夫,ロードホースクラブ,,202008020805
14,1,2,エトワールミノル,牡3,53,亀田温心,1:54.4,1.1/4,**,,,,,13-15,38.1,133.6,11,396(-4),,,,[西]北出成人,吉岡實,,202008020805
15,8,15,ペイシャフレンチ,牝3,54,国分優作,1:54.8,2.1/2,**,,,,,13-15,38.4,391.7,15,466(-10),,,,[東]高橋義博,北所直人,,202008020805
16,3,6,グリーナリー,牡3,56,国分恭介,1:54.9,1/2,**,,,,,13-14,38.7,227.4,13,456(+2),,,,[西]中竹和也,ディアレストクラブ,,202008020805
1,1,1,フィオリキアリ,牝3,54,藤井勘一,1:24.8,,**,,,,,8-9,35.2,19.1,6,438(+6),,,,[西]清水久詞,槙和美,730.0,202008020806
2,6,7,クーファイザナミ,牝3,54,柴山雄一,1:24.9,3/4,**,,,,,7-7,35.5,21.7,8,402(-8),,,,[西]武幸四郎,大迫久美子,290.0,202008020806
3,7,9,メイショウベッピン,牝3,54,太宰啓介,1:25.0,3/4,**,,,,,2-2,36.0,27.9,9,470(-2),,,,[西]荒川義之,松本好雄,180.0,202008020806
4,8,10,グランマリアージュ,牝3,54,池添謙一,1:25.1,3/4,**,,,,,3-3,36.0,13.6,5,456(-8),,,,[西]牧浦充徳,グリーンファーム,110.0,202008020806
5,8,11,フェアレストアイル,牝3,54,坂井瑠星,1:25.1,ハナ,**,,,,,5-4,35.8,3.3,2,434(+2),,,,[西]中内田充,サンデーレーシング,73.0,202008020806
6,4,4,ミズリーナ,牝3,54,四位洋文,1:25.2,1/2,**,,,,,3-4,35.9,8.9,4,472(-2),,,,[西]坂口智康,北山敏隆,,202008020806
7,3,3,シャドウブロッサム,牝3,54,藤岡佑介,1:25.3,クビ,**,,,,,10-9,35.6,4.0,3,448(+2),,,,[西]藤岡健一,飯塚知一,,202008020806
8,7,8,バトルカグヤ,牝3,53,菊沢一樹,1:25.5,1.1/2,**,,,,,1-1,36.5,19.3,7,454(+2),,,,[西]本田優,宮川秋信,,202008020806
9,5,5,シャレード,牝3,54,岩田康誠,1:25.6,1/2,**,,,,,8-7,36.1,3.2,1,502(+12),,,,[西]藤原英昭,寺田寿男,,202008020806
10,6,6,ミーアシャム,牝3,54,荻野極,1:25.8,1,**,,,,,5-4,36.6,39.3,10,448(+4),,,,[西]池添学,サンデーレーシング,,202008020806
11,2,2,ジャマティーボ,牝3,54,藤原幹生,1:28.6,大,**,,,,,11-11,37.5,315.1,11,420(+1),,,,[地]井上孝彦,武仲勝,,202008020806
1,5,5,ロングファイナリー,セ4,56,太宰啓介,1:51.2,,**,,,,,3-2-2-2,37.7,4.0,2,462(+8),,,,[西]高橋亮,中井敏雄,760.0,202008020807
2,6,7,ヒミノブルー,牡4,56,岩田康誠,1:51.3,1/2,**,,,,,8-8-5-4,37.5,1.7,1,526(-4),,,,[西]寺島良,佐々木八郎,300.0,202008020807
3,3,3,キングサムソン,牡8,57,柴山雄一,1:51.7,2.1/2,**,,,,,8-8-9-7,37.6,46.9,9,486(-2),,,,[西]大橋勇樹,伊藤正男,190.0,202008020807
4,1,1,リーガルマインド,牡4,53,服部寿希,1:51.9,1.1/4,**,,,,,6-5-5-5,38.1,34.3,8,452(-11),,,,[西]河内洋,畑佐博,110.0,202008020807
5,8,11,ゴールデンウェル,牡4,56,坂井瑠星,1:51.9,クビ,**,,,,,6-7-5-5,38.1,23.9,7,478(+2),,,,[西]杉山晴紀,江馬由将,76.0,202008020807
6,7,9,ヴィジャランス,牡5,56,川又賢治,1:52.1,3/4,**,,,,,2-2-2-1,38.6,17.2,5,550(-4),,,,[西]中竹和也,加藤誠,,202008020807
7,4,4,メイショウゴテツ,牡7,54,亀田温心,1:52.4,1.3/4,**,,,,,1-1-1-2,39.1,16.8,4,492(-8),,,,[西]角田晃一,松本好雄,,202008020807
8,7,8,マイサンシャイン,牡4,56,国分恭介,1:53.2,5,**,,,,,4-5-5-9,39.3,6.5,3,474(+8),,,,[西]五十嵐忠,三田昌宏,,202008020807
9,2,2,トウシンアサヒ,牡6,57,岩崎翼,1:53.3,3/4,**,,,,,11-11-11-11,38.0,157.3,11,458(0),,,,[西]村山明,サトー,,202008020807
10,8,10,ディライトラッシュ,牡6,57,荻野極,1:53.4,1/2,**,,,,,10-10-10-10,38.4,141.3,10,510(+4),,,,[東]堀井雅広,ノルマンディーサラブレッドレーシング,,202008020807
11,6,6,サハラデザート,牡5,57,中井裕二,1:53.5,1/2,**,,,,,4-4-4-7,39.7,22.7,6,524(-5),,,,[西]中内田充,山紫水明,,202008020807
1,5,9,ウェイクール,牡4,57,国分優作,1:24.6,,**,,,,,13-12,35.8,34.7,10,518(0),,,,[西]松下武士,ヒダカ・ブリーダーズ・ユニオン,760.0,202008020808
2,5,10,ムーンオブバローダ,牡4,57,藤岡佑介,1:24.7,1/2,**,,,,,3-2,37.0,20.5,9,496(-2),,,,[西]坂口智康,社台レースホース,300.0,202008020808
3,8,15,クリノアントニヌス,牡6,57,国分恭介,1:24.7,ハナ,**,,,,,10-8,36.2,106.5,12,530(+4),,,,[西]川村禎彦,栗本博晴,190.0,202008020808
4,1,2,ドラセナ,セ5,57,藤井勘一,1:24.7,クビ,**,,,,,4-4,36.9,16.5,8,500(-2),,,,[西]奥村豊,林正道,110.0,202008020808
5,7,14,ロークアルルージュ,牡4,57,四位洋文,1:24.9,1.1/4,**,,,,,4-4,37.0,7.8,4,554(+14),,,,[東]手塚貴久,尾崎恒男,76.0,202008020808
6,6,11,タガノゴマチャン,牡4,56,川又賢治,1:25.1,1.1/2,**,,,,,12-12,36.5,10.6,5,480(+8),,,,[西]加用正,八木良司,,202008020808
